image,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
aardvark.jpg,0.0131073,0.07928467,0.9291992,0.053009033,0.0088272095,0.15686035,0.10614014,0.021987915,0.040252686,0.036987305,0.011940002,0.03564453,0.0012226105,0.010887146,0.0018062592,0.0030879974,0.0060768127,0.0032405853,0.0014533997,0.008796692,0.03540039,0.0385437,0.004634857,0.012359619,0.0052337646,0.0078125,0.018692017,0.0051879883,0.07739258,0.001159668,0.01309967,0.033721924,0.052520752,0.012168884,0.030273438,0.0026607513,0.007701874,0.031555176,0.008262634,0.0053520203,0.025985718,0.008491516,0.01965332,0.0010499954,0.030181885,0.0025978088,0.015426636,0.0043754578,0.004398346
abacus.jpg,0.5908203,0.07305908,0.014801025,0.1184082,0.30664062,0.02684021,0.18835449,0.07824707,0.16687012,0.049957275,0.08331299,0.12463379,0.14807129,0.16723633,0.10632324,0.101257324,0.45092773,0.15405273,0.07574463,0.13793945,0.019561768,0.048217773,0.053100586,0.04232788,0.06866455,0.114746094,0.033081055,0.15258789,0.0345459,0.021774292,0.08660889,0.1274414,0.07501221,0.06097412,0.01838684,0.06488037,0.038024902,0.05822754,0.119384766,0.06414795,0.04486084,0.04724121,0.08215332,0.16088867,0.03857422,0.031021118,0.029418945,0.054595947,0.028060913
accordion.jpg,0.30126953,0.027008057,0.047729492,0.062316895,0.04510498,0.06427002,0.112976074,0.107055664,0.049865723,0.17297363,0.020721436,0.10321045,0.099487305,0.07330322,0.039489746,0.085998535,0.013542175,0.05340576,0.008895874,0.17382812,0.039489746,0.0067710876,0.037902832,0.01625061,0.03994751,0.06903076,0.09655762,0.12658691,0.076538086,0.010848999,0.023239136,0.0073242188,0.054901123,0.015716553,0.0025863647,0.04534912,0.046020508,0.025222778,0.034179688,0.036895752,0.057373047,0.041381836,0.074645996,0.013381958,0.03010559,0.025802612,0.017471313,0.04385376,0.0057144165
acorn.jpg,0.10107422,0.4580078,0.13793945,0.040496826,0.04888916,0.17456055,0.25341797,0.0042266846,0.12054443,0.037994385,0.028198242,0.035827637,0.011688232,0.04385376,0.16894531,0.11578369,0.08868408,0.018066406,0.049804688,0.06097412,0.020004272,0.22875977,0.11376953,0.101989746,0.13452148,0.045776367,0.038635254,0.019500732,0.04837036,0.19555664,0.13366699,0.066711426,0.04714966,0.07171631,0.053741455,0.051452637,0.042175293,0.077819824,0.06097412,0.04260254,0.029342651,0.045562744,0.02243042,0.015289307,0.012664795,0.03213501,0.028549194,0.03475952,0.03744507
air_conditioner.jpg,0.5317383,0.023071289,0.020095825,0.021392822,0.18798828,0.01651001,0.11419678,0.14489746,0.04168701,0.013931274,0.059753418,0.029418945,0.47802734,0.08166504,0.41259766,0.009086609,0.06402588,0.023284912,0.0357666,0.010231018,0.014602661,0.036224365,0.041534424,0.0077934265,0.034423828,0.04397583,0.014472961,0.036376953,0.03555298,0.015556335,0.011291504,0.031951904,0.041778564,0.009513855,0.023330688,0.02267456,0.012397766,0.044921875,0.13293457,0.01776123,0.016448975,0.0925293,0.10290527,0.022476196,0.012809753,0.011306763,0.050720215,0.029205322,0.012199402
air_mattress.jpg,0.30688477,0.08868408,0.0473938,0.5283203,0.6621094,0.08331299,0.26464844,0.086120605,0.20996094,0.07849121,0.1361084,0.08569336,0.031433105,0.3408203,0.041137695,0.026382446,0.11505127,0.10241699,0.04119873,0.09515381,0.018447876,0.024490356,0.054656982,0.03933716,0.04220581,0.08660889,0.025665283,0.10333252,0.028060913,0.024871826,0.013542175,0.15026855,0.046905518,0.04763794,0.0069770813,0.028793335,0.036224365,0.041534424,0.061157227,0.101745605,0.091796875,0.08795166,0.11566162,0.05569458,0.045318604,0.027633667,0.026107788,0.052612305,0.022033691
air_pump.jpg,0.6269531,0.027328491,0.030639648,0.11199951,0.14453125,0.025253296,0.07330322,0.06188965,0.11291504,0.09234619,0.013832092,0.032318115,0.10559082,0.1361084,0.04714966,0.2055664,0.015808105,0.060638428,0.018218994,0.14733887,0.025039673,0.025909424,0.03768921,0.02619934,0.083862305,0.1303711,0.062927246,0.07922363,0.04144287,0.010299683,0.011711121,0.03488159,0.030151367,0.060424805,0.01007843,0.06427002,0.052337646,0.044769287,0.098083496,0.09039307,0.037384033,0.06951904,0.08282471,0.021011353,0.022781372,0.05050659,0.024871826,0.039855957,0.012611389
airbag.jpg,0.27124023,0.037841797,0.024124146,0.24401855,0.29345703,0.019989014,0.09637451,0.116882324,0.029327393,0.08135986,0.047424316,0.006942749,0.0390625,0.09234619,0.04043579,0.022415161,0.06347656,0.04977417,0.034301758,0.015899658,0.029647827,0.027297974,0.040100098,0.009086609,0.03845215,0.0619812,0.013122559,0.01776123,0.033691406,0.009414673,0.0032672882,0.035003662,0.022079468,0.017562866,0.004650116,0.028060913,0.04067993,0.030670166,0.07556152,0.036254883,0.06896973,0.05050659,0.06384277,0.029067993,0.02027893,0.017303467,0.009727478,0.012290955,0.013427734
airboat.jpg,0.37109375,0.006038666,0.068847656,0.021942139,0.01828003,0.04336548,0.30126953,0.45336914,0.030380249,0.036712646,0.015960693,0.010986328,0.043701172,0.13513184,0.018585205,0.035217285,0.03062439,0.011016846,0.0043563843,0.052612305,0.3647461,0.011398315,0.018127441,0.0026893616,0.007785797,0.030273438,0.04840088,0.037261963,0.114990234,0.013023376,0.0055885315,0.012924194,0.037200928,0.0017414093,0.00630188,0.017807007,0.008026123,0.013900757,0.034820557,0.011177063,0.04135132,0.058288574,0.05899048,0.0051879883,0.030380249,0.004180908,0.026000977,0.006679535,0.0026779175
aircraft_carrier.jpg,0.3491211,0.0044670105,0.119628906,0.015304565,0.021224976,0.04525757,0.11126709,0.38305664,0.03326416,0.05697632,0.025756836,0.022201538,0.17028809,0.07977295,0.02508545,0.066223145,0.089904785,0.032592773,0.009559631,0.08154297,0.5175781,0.045532227,0.019088745,0.0076065063,0.020843506,0.03955078,0.16833496,0.049041748,0.26049805,0.023864746,0.024841309,0.038604736,0.06304932,0.010246277,0.034088135,0.041778564,0.02319336,0.026809692,0.06756592,0.018829346,0.056854248,0.1005249,0.06451416,0.016448975,0.0390625,0.015457153,0.03652954,0.01348114,0.0110321045
